Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,MA50,MA200,RSI,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower,Year,Month,Day,DayOfWeek,Quarter,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,Returns,Log_Returns,Volatility,Momentum
2020-06-18 00:00:00-04:00,85.39869601495222,85.89445330068732,84.86648762356708,85.4764633178711,96820400,0.0,0.0,,,,,0.0,0.0,,,,2020,6,18,3,2,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,,,,
2020-06-19 00:00:00-04:00,86.18364717992426,86.65023617971444,83.87740827164068,84.98799896240234,264476000,0.0,0.0,,,,,-0.03896581753026851,-0.007793163506053702,,,,2020,6,19,4,2,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.0057146065303642635,-0.005730997368886197,,
2020-06-22 00:00:00-04:00,85.3816816208449,87.35498054805204,85.33550774901583,87.21160125732422,135445200,0.0,0.0,,,,,0.10833084260394799,0.015431637715946637,,,,2020,6,22,0,2,1.2246467991473532e-16,-1.0,0.0,1.0,0.02616372102025344,0.02582730616279392,,
2020-06-23 00:00:00-04:00,88.45829429442931,90.4947803881452,88.03787170937105,89.07312774658203,212155600,0.0,0.0,,,,,0.3709975088880384,0.086544811950365,,,,2020,6,23,1,2,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.021344941067705347,0.021120328420819345,,
2020-06-24 00:00:00-04:00,88.70129930670531,89.62233679250828,87.12654480257098,87.50079345703125,192623200,0.0,0.0,,,,,0.4471342128343281,0.1586626921271576,,,,2020,6,24,2,2,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.017652173324643528,-0.01780983102543953,,
2020-06-25 00:00:00-04:00,87.65634205576191,88.70131346707345,86.89569672901172,88.66242980957031,137522400,0.0,0.0,,,,,0.5943560778057844,0.24580136926288296,,,,2020,6,25,3,2,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.013275723643689119,0.013188373466491288,,0.03727302660910525
2020-06-26 00:00:00-04:00,88.5578885759407,88.77903509250972,85.78991942586782,85.93816375732422,205256800,0.0,0.0,,,,,0.4856071863329561,0.2937625326768976,,,,2020,6,26,4,2,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.030726273327916775,-0.031208223316648763,,0.011179987839720962
2020-06-29 00:00:00-04:00,85.84584068935075,88.01355774997114,85.36709642622178,87.91877746582031,130646000,0.0,0.0,,,,,0.5528687531065657,0.34558377676283125,,,,2020,6,29,0,2,1.2246467991473532e-16,-1.0,0.0,1.0,0.02304696332689904,0.022785393371198726,,0.00810874010224305
2020-06-30 00:00:00-04:00,87.50565292250278,88.9394607092836,87.48621480460635,88.65269470214844,140223200,0.0,0.0,,,,,0.657812167543895,0.4080294549190441,,,,2020,6,30,1,2,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.008347673358099605,0.008313024225735247,,-0.004720088483136542
2020-07-01 00:00:00-04:00,88.73047333907931,89.27482970528494,88.43642448943781,88.48502349853516,110737200,0.0,0.0,,,,,0.7191608758029133,0.47025573909581797,,,,2020,7,1,2,3,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.001891326644684832,-0.0018931174612923025,,0.011248241331516917
2020-07-02 00:00:00-04:00,89.39391322261687,90.03061734729651,88.37081248982172,88.48502349853516,114041600,0.0,0.0,,,,,0.7590305375351534,0.5280106987836851,,,,2020,7,2,3,3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.0,0.0,,-0.0020009186688904057
2020-07-06 00:00:00-04:00,89.9164097141323,91.32104954760916,89.88481627546255,90.8520278930664,118655600,0.0,0.0,,,,,0.9704383947234874,0.6164962379716457,,,,2020,7,6,0,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.026750339220630304,0.02639880423736438,,0.057179068307977365
2020-07-07 00:00:00-04:00,91.23112145924068,92.01120488127154,90.45832825923631,90.57011413574219,112424400,0.0,0.0,,,,,1.1025233575235376,0.7137016618820241,,,,2020,7,7,1,3,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.0031029990619035885,-0.0031078233459100706,,0.0301566598893237
2020-07-08 00:00:00-04:00,91.54947545863833,92.71109782941653,91.46198537616378,92.67950439453125,117092000,0.0,0.0,,,,70.37942037231868,1.3617148064865603,0.8433042908029313,,,,2020,7,8,2,3,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.02329013581265449,0.023023059479096917,,0.04542230448732454
2020-07-09 00:00:00-04:00,93.57379093641129,93.62725502908617,92.02820475666121,93.07804107666016,125642800,0.0,0.0,,,,71.03267519102114,1.5810590125791322,0.9908552351581716,,,,2020,7,9,3,3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.0043001598328833435,0.004290940565688213,,0.05190728777057996
2020-07-10 00:00:00-04:00,92.67220049027107,93.29918917048931,92.0597996685609,93.24085998535156,90257200,0.0,0.0,,,,73.2537427399165,1.7478805227457883,1.142260292675695,,,,2020,7,10,4,3,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.0017492730488097852,0.001747744852605547,,0.05374736083892362
2020-07-13 00:00:00-04:00,94.54830981555456,97.1631783276675,92.59688119999984,92.81073760986328,191649200,0.0,0.0,,,,67.55022412173551,1.824350513318933,1.2786783368043428,,,,2020,7,13,0,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.0046130245426292404,-0.004623697375687375,,0.021559339535076605
2020-07-14 00:00:00-04:00,92.19102638698895,94.53857406439258,91.25541584676947,94.34659576416016,170989200,0.0,0.0,,,,66.87392768665454,1.9859911790586722,1.4201409052552088,,,,2020,7,14,1,3,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.016548280876216737,0.016412850131173745,,0.041696774531585046
2020-07-15 00:00:00-04:00,96.22511199118148,96.47541947180446,93.79493939627933,94.99544525146484,153198000,0.0,0.0,,,,75.48750738804804,2.1417604212430774,1.5644648084527826,,,,2020,7,15,2,3,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.006877296229390595,0.006853755497106506,,0.024988705669753752
2020-07-16 00:00:00-04:00,93.86541410703498,94.68438106422201,93.22627754411272,93.82653045654297,110577600,0.0,0.0,89.93959770202636,,,67.55317410880302,2.146147559869661,1.6808013587361583,89.93959770202636,96.16370502632499,83.71549037772773,2020,7,16,3,3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.01230495622003358,-0.012381289021349577,,0.008041524845439518
2020-07-17 00:00:00-04:00,94.27853958226679,94.43406675668288,93.16308394375518,93.63697052001953,92186800,0.0,0.0,90.34762306213379,,,81.61683243264922,2.110005664314599,1.7666422198518466,90.34762306213379,96.40756895837015,84.28767716589743,2020,7,17,4,3,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.002020323416000447,-0.0020223670223141034,0.015487838663486214,0.00424825054949296
2020-07-20 00:00:00-04:00,93.72448888086217,95.74881980286249,93.37940103870535,95.61029815673828,90318000,0.0,0.0,90.87873802185058,,,81.60582467901753,2.215060165434906,1.8563258089684584,90.87873802185058,96.8216683979579,84.93580764574327,2020,7,20,0,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.021074236231263477,0.02085524587455669,0.015698217200483106,0.030164188099044642
2020-07-21 00:00:00-04:00,96.40251573529238,96.47785049123863,94.0403877137668,94.29069519042969,103433200,0.0,0.0,91.23269271850586,,,72.10361585895494,2.1668574990237914,1.9184321469795251,91.23269271850586,97.09874820368626,85.36663723332546,2020,7,21,1,3,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.013801891550900836,-0.013898023213521632,0.015542390744639612,-0.0005925022866771767
2020-07-22 00:00:00-04:00,93.99177075995695,95.23845032827714,93.90428811755417,94.55557250976562,89001600,0.0,0.0,91.50681495666504,,,73.6193856838463,2.125528159087196,1.9598513494010592,91.50681495666504,97.45970602337249,85.55392388995759,2020,7,22,2,3,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.002809156500553911,0.0028052181942534323,0.014998345022693253,-0.004630461392489127
2020-07-23 00:00:00-04:00,94.28826007791201,94.36602737751309,89.4400704095434,90.25174713134766,197004400,0.0,0.0,91.64436264038086,,,55.14941596308274,1.7255999775640731,1.9130010750336621,91.64436264038086,97.32857775413157,85.96014752663015,2020,7,23,3,3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.045516358943027635,-0.046584774719650834,0.01801755267282541,-0.03809992022300157
2020-07-24 00:00:00-04:00,88.44612298600447,90.3732478217121,86.65507978820487,90.02816009521484,185438800,0.0,0.0,91.71264915466308,,,47.25582019429279,1.3747649723195394,1.8053538544908379,91.71264915466308,97.277593155535,86.14770515379116,2020,7,24,4,3,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.002477370723997341,-0.0024804444844616223,0.017828424957160315,-0.03854044406566026
2020-07-27 00:00:00-04:00,91.09259829217558,92.2542206187511,90.8690265429245,92.16187286376953,121214000,0.0,0.0,92.02383460998536,,,54.719682933946835,1.2544381096072925,1.695170705514129,92.02383460998536,96.88011108732351,87.1675581326472,2020,7,27,0,3,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.023700504001170852,0.023424007276348423,0.016872408327805233,-0.03606750903878153
2020-07-28 00:00:00-04:00,91.73171241529057,91.90911765979025,90.64299257507496,90.64785766601562,103625600,0.0,0.0,92.16028861999511,,,43.755545842189484,1.0250931944466117,1.5611552033006255,92.16028861999511,96.67204344891114,87.64853379107909,2020,7,28,1,3,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.016427782451772344,-0.016564214719956064,0.016791167555241803,-0.03863411460756527
2020-07-29 00:00:00-04:00,91.13146713399918,92.57013249165894,91.09501603040513,92.38543701171875,90329200,0.0,0.0,92.34692573547363,,,48.033118129909845,0.9723353518047588,1.4433912330014524,92.34692573547363,96.5457096125522,88.14814185839506,2020,7,29,2,3,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.019168454615938968,0.01898705423425711,0.017187496832233428,-0.022950900094468207
2020-07-30 00:00:00-04:00,91.55675572597188,93.60782206135195,91.14848849561243,93.50332641601562,158130000,0.0,0.0,92.59784088134765,,,50.707009924691384,1.0090964776924665,1.3565322819396552,92.59784088134765,96.4065646393642,88.7891171233311,2020,7,30,3,3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.01210027727806362,0.012027654175790915,0.017296368278957547,0.0360278818750821
2020-07-31 00:00:00-04:00,100.0113203728721,103.44272272989053,98.00885320518057,103.29205322265625,374336800,0.0,0.0,93.33819236755372,,,68.77004502984364,1.8072653503257499,1.4466788956168741,93.33819236755372,99.05784994788712,87.61853478722031,2020,7,31,4,3,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.10468854084493806,0.09956343174999317,0.028550557857274964,0.14733049207507243
2020-08-03 00:00:00-04:00,105.17787905542978,108.51936675829901,104.87897253825906,105.89478302001953,308151200,0.0,0.0,94.09033012390137,,,69.91946117949892,2.6196408856506253,1.6812712936236243,94.09033012390137,101.97858287421808,86.20207737358466,2020,8,3,0,3,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.02519777384764388,0.02488554407315834,0.028499357217911688,0.14900858380503523
2020-08-04 00:00:00-04:00,106.08432365144441,107.69552926335136,105.36012955059792,106.6019515991211,173071600,0.0,0.0,94.89192199707031,,,69.97985844172423,3.2826762955838973,2.0015522940156787,94.89192199707031,104.37169864461077,85.41214534952985,2020,8,4,1,3,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.00667803038954129,0.006655831121386065,0.028381358986123793,0.17600078307296552
2020-08-05 00:00:00-04:00,106.32248498790055,107.30913448125898,105.85588858029786,106.98834991455078,121776800,0.0,0.0,95.60736427307128,,,73.28454026575332,3.7955628636219103,2.360354407936925,95.60736427307128,106.44643501226038,84.76829353388219,2020,8,5,2,3,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0036246833161437397,0.003618129982637558,0.028183813943940008,0.15806509527015278
2020-08-06 00:00:00-04:00,107.32129786014727,111.2168648469505,106.73076760644739,110.72110748291016,202428800,0.0,0.0,96.4895175933838,,,76.85661596266834,4.451912626214579,2.778666051592456,96.4895175933838,109.17618508491927,83.80285010184832,2020,8,6,3,3,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.03488938348278703,0.034294545143658976,0.02881997626419983,0.1841408399770621
2020-08-07 00:00:00-04:00,110.24148657363267,110.69918395823287,107.40523237781791,108.20376586914062,198045600,0.205,0.0,97.23766288757324,,,69.46427379606703,4.714599147646425,3.16585267080325,97.23766288757324,110.84876660538748,83.62655916975899,2020,8,7,4,3,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.022735878198816617,-0.02299832386225735,0.029656459985611967,0.047551699218299825
2020-08-10 00:00:00-04:00,109.65232461053742,110.7965681078349,107.12038961467015,109.7764892578125,212403600,0.0,0.0,98.0859504699707,,,73.748790185951,4.9921394658401255,3.5311100298106255,98.0859504699707,112.61887388262454,83.55302705731685,2020,8,10,0,3,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.014534830428858614,0.014430212300452541,0.029541011431310566,0.03665625564442698
2020-08-11 00:00:00-04:00,109.03880997711208,109.53789059463463,106.25124256694211,106.5117416381836,187902400,0.0,0.0,98.69420776367187,,,66.79086175044995,4.892259398291131,3.8033399035067266,98.69420776367187,113.58213641920703,83.8062791081367,2020,8,11,1,3,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.029739952896121302,-0.030191153616543863,0.030695213946593858,-0.000846231795799901
2020-08-12 00:00:00-04:00,107.60486600059996,110.30965976352992,107.41010462326905,110.05159759521484,165598000,0.0,0.0,99.44701538085937,,,78.41602488411124,5.040635212045345,4.05079896521445,99.44701538085937,115.05278062351698,83.84125013820176,2020,8,12,2,3,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.03323442000466015,0.03269409566515735,0.03127193050285575,0.028631600385561784
2020-08-13 00:00:00-04:00,111.43442627597457,113.00471686377213,110.94507845537643,111.9992446899414,210082000,0.0,0.0,100.3556510925293,,,80.04527562669747,5.254808792064068,4.291600930584374,100.3556510925293,116.68303074212943,84.02827144292917,2020,8,13,3,3,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.017697581291734377,0.017542802571217198,0.030973211555345315,0.011543753816123381
2020-08-14 00:00:00-04:00,111.82395872639943,111.98950664875923,110.08568325260936,111.89942932128906,165565200,0.0,0.0,101.26877403259277,,,78.58080173899324,5.354762265040208,4.504233197475541,101.26877403259277,118.05042489324099,84.48712317194456,2020,8,14,4,3,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.0008912146588905268,-0.0008916120267855753,0.03095244879999432,0.034154665713002075
2020-08-17 00:00:00-04:00,113.02417392493486,113.04852095183266,110.97914996990063,111.60726165771484,119561600,0.0,0.0,102.0686222076416,,,81.46344435595131,5.34874363663053,4.6731352853065395,102.0686222076416,119.23519873981381,84.90204567546938,2020,8,17,0,3,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.0026109843932745624,-0.0026143989579038495,0.03093498955364284,0.016677272267313414
2020-08-18 00:00:00-04:00,111.35895378278491,112.96332424198891,111.0229840865938,112.53727722167969,105633600,0.0,0.0,102.9809513092041,,,81.00284564812088,5.357263119342292,4.80996085211369,102.9809513092041,120.34536508864703,85.61653752976117,2020,8,18,1,3,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.00833293058311102,0.008298403392907246,0.03049906333661783,0.05657156188436585
2020-08-19 00:00:00-04:00,112.94628453517508,114.09539455025546,112.58353829409737,112.67848205566406,145538000,0.0,0.0,103.88709678649903,,,80.41425792301798,5.31415069945605,4.910798821582162,103.88709678649903,121.29167401377902,86.48251955921904,2020,8,19,2,3,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0012547383184526861,0.0012539517921831412,0.03051848339986858,0.023869571345172647
2020-08-20 00:00:00-04:00,112.71986303729176,115.2931886914799,112.7028193742301,115.17876434326172,126907200,0.0,0.0,105.13344764709473,,,74.52399818543049,5.4192657586759765,5.012492209000925,105.13344764709473,121.98810748582517,88.27878780836429,2020,8,20,3,3,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.022189527600864345,0.021946922338560746,0.027755573392013053,0.028388759782465467
2020-08-21 00:00:00-04:00,116.14040455462136,121.5986783126057,116.12823475555052,121.11420440673828,338054800,0.0,0.0,106.6877498626709,,,77.60385416689729,5.913345245935574,5.1926628163878545,106.6877498626709,123.41009966522871,89.96540006011308,2020,8,21,4,3,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.051532416564111116,0.05024854456236564,0.028816490223495268,0.08234872278920635
2020-08-24 00:00:00-04:00,125.3284249869882,125.41364330957006,120.69303859679879,122.56277465820312,345937600,0.0,0.0,108.20779495239258,,,78.19040116555311,6.348611471159671,5.423852547342219,108.20779495239258,124.89740872258581,91.51818118219934,2020,8,24,0,3,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.01196036632169184,0.0118894063846123,0.028756323128600086,0.09816129199628087
2020-08-25 00:00:00-04:00,121.43314715380612,121.90301439370454,119.83120611678233,121.55730438232422,211495600,0.0,0.0,109.75326728820801,,,75.18137193880457,6.537074714257628,5.646496980725301,109.75326728820801,125.28027972151607,94.22625485489995,2020,8,25,1,3,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.008203716656080218,-0.008237552318759238,0.028343102941185742,0.0801514607722078
2020-08-26 00:00:00-04:00,122.87683252443458,123.66806272085745,121.80805955440918,123.21036529541016,163022400,0.0,0.0,111.29451370239258,,,73.258898810082,6.742102630386725,5.865618110657586,111.29451370239258,125.63702830847679,96.95199909630837,2020,8,26,2,3,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.013599025755677285,0.013507388851951949,0.02832884930369888,0.09346845154111372
2020-08-27 00:00:00-04:00,123.81412407030223,124.14765680517117,120.59076927456684,121.7374496459961,155552400,0.0,0.0,112.7062198638916,99.59976577758789,,76.22408801920423,6.708406414518819,6.034175771429832,112.7062198638916,125.10131206037885,100.31112766740436,2020,8,27,3,3,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.011954478390536316,-0.012026507792160818,0.02895617229909663,0.05694352895806243
2020-08-28 00:00:00-04:00,122.71370217000428,123.13244579194858,121.31627042883115,121.54025268554688,187630000,0.0,0.0,113.61862983703614,100.32104156494141,,74.07805669047977,6.589826357782826,6.145305888700431,113.61862983703614,125.780223727732,101.45703594634028,2020,8,28,4,3,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.0016198545396067798,-0.0016211679224892943,0.019619770890240352,0.0035177399785231156
2020-08-31 00:00:00-04:00,124.24017021395687,127.57063853613053,122.70153019505685,125.66194152832031,225702700,0.0,4.0,114.60698776245117,101.13452041625976,,87.86819982746962,6.7506197098174,6.266368652923825,114.60698776245117,127.32574521075372,101.88823031414861,2020,8,31,0,3,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.03391212994625925,0.033349791765558426,0.020104434253843034,0.025286363488098207
2020-09-01 00:00:00-04:00,129.28454878420325,131.27115314665346,127.11293080171876,130.66737365722656,151948100,0.0,0.0,115.81025886535645,102.00363586425782,,88.53285305429235,7.198960999217988,6.452887122182658,115.81025886535645,129.82746950129075,101.79304822942214,2020,9,1,1,3,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.039832522624029254,0.03905966424716896,0.021255561103164008,0.07494464706332415
2020-09-02 00:00:00-04:00,133.98811771326734,134.36790756368634,123.67534997091076,127.96015930175781,200119000,0.0,0.0,116.8588493347168,102.78137649536133,,79.00879486767764,7.252225981084564,6.61275489396304,116.8588493347168,131.23055827743298,102.48714039200061,2020,9,2,2,3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.020718365110562798,-0.02093600173518832,0.02233599681004169,0.038550279393779086
2020-09-03 00:00:00-04:00,123.58771983998423,125.46718865430032,117.34551895820641,117.71556854248047,257599600,0.0,0.0,117.20857238769531,103.38567199707032,,57.722879460825936,6.394079043276022,6.569019723825638,117.20857238769531,131.28886510050975,103.12827967488086,2020,9,3,3,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.08006078466281352,-0.0834476814074554,0.029138145976146345,-0.03303733662246888
2020-09-04 00:00:00-04:00,116.92677156884038,120.46174167565064,107.98708803912147,117.79347229003906,332607200,0.0,0.0,117.68805770874023,103.96829284667969,,58.261281537412906,5.655089245159758,6.386233628092461,117.68805770874023,131.11518655236165,104.2609288651188,2020,9,4,4,3,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0006617964685824429,0.0006615775778682724,0.02849286613306896,-0.030827485649561837
2020-09-08 00:00:00-04:00,110.96698542167366,115.87504793239557,109.7302350684399,109.86656951904297,231366600,0.0,0.0,117.69256172180175,104.44686096191407,,46.99500958097958,4.379317652423268,5.9848504329586225,117.69256172180175,131.1085722206163,104.27655122298721,2020,9,8,1,3,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.06729492404704684,-0.06966623105017589,0.032580357992884355,-0.12569734175018743
2020-09-09 00:00:00-04:00,114.19032186132058,116.02110377804601,112.24267867897343,114.24874877929688,176940500,0.0,0.0,118.07941207885742,104.9734603881836,,51.612884013846084,3.6794503039186566,5.5237704071506295,118.07941207885742,130.5508987159498,105.60792544176502,2020,9,9,2,3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.039886375623062964,0.039111452976012206,0.03289121199207978,-0.12565206155440056
2020-09-10 00:00:00-04:00,117.20917767854652,117.345512119,109.5549387003112,110.5190200805664,182274400,0.0,0.0,118.102783203125,105.41078689575195,,45.33169356638611,2.791661911842027,4.977348708088909,118.102783203125,130.5125263834366,105.69304002281339,2020,9,10,3,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.032645685301424865,-0.033190444539294275,0.03311139262917654,-0.13630132469639566
