Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,MA50,MA200,RSI,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower,Year,Month,Day,DayOfWeek,Quarter,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,Returns,Log_Returns,Volatility,Momentum
2020-09-11 00:00:00-04:00,111.57074499929149,112.21347084794252,107.12038040161133,109.06802368164062,180860300,0.0,0.0,117.95622215270996,105.82244689941406,,36.740247186878285,1.9485383943538324,4.371586645341894,117.95622215270996,130.73327635529714,105.17916795012277,2020,9,11,4,3,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.01312892928174747,-0.013215875519609652,0.03299790996829343,-0.07346135237599583
2020-09-14 00:00:00-04:00,111.71685009538828,112.89517370850896,109.84711382149453,112.34009552001953,140150100,0.0,0.0,117.97825546264649,106.29954833984375,,39.1817439754683,1.5267859458864166,3.802626505450799,117.97825546264649,130.71278144164935,105.24372948364363,2020,9,14,0,3,-1.0,-1.8369701987210297e-16,0.0,1.0,0.03000028539922739,0.029559079328134546,0.033708668722890966,-0.04629608639595795
2020-09-15 00:00:00-04:00,115.23232916774082,115.71924004150326,110.6358893306761,112.51536560058594,184642000,0.0,0.0,118.02366065979004,106.73281509399413,,40.260131962763246,1.1929355047005714,3.2806883053007536,118.02366065979004,130.6687020637804,105.3786192557997,2020,9,15,1,3,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.00156017386094498,0.0015589580541225312,0.03369970667434975,0.02410920895353752
2020-09-16 00:00:00-04:00,112.21347126407375,112.96331066061114,109.1069778434127,109.19461822509766,154679000,0.0,0.0,117.85652770996094,107.10530517578125,,35.42602262947722,0.6528741375821312,2.7551254717570295,117.85652770996094,130.8893123713346,104.82374304858729,2020,9,16,2,3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.029513723372472267,-0.029958016990795935,0.03432047747996004,-0.044237951034043044
2020-09-17 00:00:00-04:00,106.847719970666,109.26279366804528,105.86415795625577,107.45148468017578,178011000,0.0,0.0,117.59517784118653,107.40074478149414,,35.22805480724659,0.08325558554305701,2.220751494514235,117.59517784118653,131.25950481031757,103.93085087205549,2020,9,17,3,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.015963548142350015,-0.01609233804523429,0.034478184681824633,-0.027755723839701485
2020-09-18 00:00:00-04:00,107.50994789164969,107.9773782806234,103.31277011294522,104.04313659667969,287104900,0.0,0.0,117.03839645385742,107.62004669189453,,33.03431956094539,-0.6358665526073963,1.6494278850899087,117.03839645385742,131.96635931520285,102.11043359251197,2020,9,18,4,3,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.03171987891689798,-0.03223385228405157,0.03461115936158742,-0.04607112988155093
2020-09-21 00:00:00-04:00,101.80332242964299,107.30541657570868,100.40101679009732,107.19829559326172,195713800,0.0,0.0,116.3426010131836,107.89919540405273,,31.755174488831088,-0.9403413955608073,1.1314740289597656,116.3426010131836,131.75989892459532,100.92530310177187,2020,9,21,0,3,-1.0,-1.8369701987210297e-16,0.0,1.0,0.03032548902108667,0.02987476107962985,0.0330960866045723,-0.0457699444081523
2020-09-22 00:00:00-04:00,109.73022311017552,109.90551130322969,106.30237419337884,108.88299560546875,183055400,0.0,0.0,115.65861206054687,108.22064056396485,,26.961861536311602,-1.0337818966666532,0.6984228438344818,115.65861206054687,131.12770137910886,100.1895227419849,2020,9,22,1,3,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.015715735057945546,0.015593521679439648,0.03321113766385678,-0.03228332393294264
2020-09-23 00:00:00-04:00,108.69800203267872,109.17517267845402,103.97495992260683,104.31580352783203,150718700,0.0,0.0,114.79653701782226,108.42002471923828,,25.94131696419214,-1.4595436869551577,0.2668295376765539,114.79653701782226,130.7941796557328,98.79889437991174,2020,9,23,2,3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.041945870907020955,-0.04285100042272678,0.034205021457948216,-0.04467999226123276
2020-09-24 00:00:00-04:00,102.41681178710614,107.36382710009974,102.2512639048569,105.38697052001953,167743300,0.0,0.0,113.90536727905274,108.62785522460938,,34.57594918102198,-1.6910355439359819,-0.12474347864595328,113.90536727905274,129.9152686409551,97.89546591715037,2020,9,24,3,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.010268501568908572,0.010216138660675793,0.034107149913279296,-0.01921345401881769
2020-09-25 00:00:00-04:00,105.59147885116779,109.49650563867307,104.851372337576,109.34069061279297,149981400,0.0,0.0,113.28552932739258,108.93813842773437,,40.35979937939941,-1.5377362729853417,-0.40734203751383097,113.28552932739258,128.9753936374516,97.59566501733357,2020,9,25,4,3,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.03751621356287482,0.03682960053108949,0.035510722534923454,0.05091690032999585
