Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-11-24,112.34854888916016,113.01189046027503,109.83175227147532,111.1194218881883,113874200
2020-11-25,113.1874771118164,113.8898396262195,112.34854493544476,112.7192403972066,76499200
2020-11-27,113.73374938964844,114.61170248347958,113.37281849287028,113.71424262866907,46691300
2020-11-30,116.13349914550781,118.00646092624498,113.94836962549256,114.1044534951316,169410200
2020-12-01,119.71359252929688,120.44521894311592,117.06998331379602,118.04548519888809,127728200
2020-12-02,120.06475830078125,120.34765470402952,117.92840706667509,119.03072137520432,89004200
2020-12-03,119.92819213867188,120.7476100677901,119.2160725590913,120.4939775191396,78967600
2020-12-04,119.25508117675781,119.85013780093243,118.5429616709057,119.59650527854147,78260400
2020-12-07,120.71836853027344,121.51827984626941,119.25511557839134,119.31364331487002,86712000
2020-12-08,121.33290100097656,121.9182079857445,120.07450289170544,121.3231513423879,82225500
2020-12-09,118.79661560058594,122.86445658019646,118.03572533878697,121.47924572192201,115089200
2020-12-10,120.22083282470703,120.83540368650691,117.20653600869163,117.54796013053175,81312200
2020-12-11,119.41117095947266,119.75259507824151,117.5967371368866,119.43067771947905,86939800
2020-12-14,118.79661560058594,120.32815322670372,118.56249723752978,119.5965268299757,79184500
2020-12-15,124.7471694946289,124.76668369873353,121.08903768627563,121.29389217444482,157243700
2020-12-16,124.67889404296875,125.22517271917499,123.45951668180213,124.28869924138645,98208600
2020-12-17,125.54706573486328,126.40551199352088,124.90323104087008,125.74216309774691,94359800
2020-12-18,123.55706787109375,125.93729476626045,123.03029597909021,125.80072510268418,192541500
2020-12-21,125.08859252929688,125.16663446004497,120.42569508317622,121.95723262228893,121251600
2020-12-22,128.649169921875,131.11718805054522,126.47379039741485,128.38578029311114,168904800
2020-12-23,127.75172424316406,129.18569821705117,127.57612617627443,128.92232344418136,88223700
2020-12-24,128.73699951171875,130.19050284332158,127.8883175389933,128.1029291687596,54930100
2020-12-28,133.34136962890625,133.97543996952834,130.23926555506839,130.7075172282758,124486200
2020-12-29,131.56594848632812,135.38991449680984,131.04893362298358,134.66805255137436,121047300
2020-12-30,130.4441375732422,132.65853143284153,130.13196976705186,132.2585720130278,96452100
2020-12-31,129.43934631347656,131.4391281363561,128.4931083029186,130.79529332577445,99116600
2021-01-04,126.23969268798828,130.33679730921182,123.6546114053764,130.24900571878715,143301900
2021-01-05,127.80052947998047,128.5126567564538,125.28373218287881,125.73246971483485,97664900
2021-01-06,123.49853515625,127.83952293982475,123.28392355422082,124.59109992908554,155088000
2021-01-07,127.71270751953125,128.4053204209461,124.72767407409188,125.21542502622191,109578200
2021-01-08,128.81500244140625,129.38079521351278,127.03958220290218,129.18568296556424,105158200
2021-01-11,125.82020568847656,126.9810550985185,125.3519690380728,126.0250675958265,100384500
2021-01-12,125.64461517333984,126.51281104420445,123.75213959561896,125.35196170209893,91951100
2021-01-13,127.6834487915039,128.22972749827673,125.34225008105514,125.60562488862021,88636800
2021-01-14,125.75194549560547,127.7907407644143,125.60561128893495,127.59564337383038,90221800
2021-01-15,124.0252914428711,127.02983860800374,123.88872179377304,125.62511371158065,111598500
2021-01-19,124.69837951660156,125.55682574425981,123.83018363089234,124.64960145639841,90757300
2021-01-20,128.7954864501953,129.2442237752779,125.40074474969568,125.50805053058666,104319500
2021-01-21,133.51693725585938,136.24834549078827,130.31729228736415,130.5221542310992,120150900
2021-01-22,135.66307067871094,136.423961050122,131.7122845902433,132.94141175521978,114459400
2021-01-25,139.41871643066406,141.53555356505598,133.19501014057846,139.5650506326583,157611700
2021-01-26,139.65283203125,140.76490341435823,137.90667558906043,140.0820551764804,98390600
2021-01-27,138.57977294921875,140.76490217618246,136.9702010537378,139.9162055519511,140843800
2021-01-28,133.73153686523438,138.51150456888308,133.35109176240107,136.1020139559467,142621100
2021-01-29,128.72726440429688,133.39016327826383,127.0201357194978,132.50245278977292,177523800
2021-02-01,130.85382080078125,132.06344848329783,127.72245323542478,130.47337566526852,106239800
2021-02-02,131.68295288085938,132.97060712103857,131.31225754756355,132.40481446468183,83305400
2021-02-03,130.65869140625,132.44386118494435,130.33677408042246,132.43409664220874,89880900
2021-02-04,134.02423095703125,134.0339806192951,131.2928221401137,132.9609372560286,84183100
2021-02-05,133.6089630126953,134.25375979845862,132.72970551008535,134.18538039178418,75693800
2021-02-08,133.75552368164062,133.80437463624327,131.81136898331476,132.89579458373277,71297200
2021-02-09,132.8762664794922,134.703191022344,132.71996427692022,133.47221241675678,76774200
2021-02-10,132.27056884765625,133.83371027926714,131.3033734097846,133.33545130799016,73046600
2021-02-11,132.0165557861328,133.2475195180307,130.68789013114852,132.76880394646017,64280000
2021-02-12,132.25100708007812,132.40732418293499,130.60972222173942,131.25451909060936,60145100
2021-02-16,130.12127685546875,132.87629571236403,129.73048399501397,132.36828735460784,80576300
2021-02-17,127.82540130615234,129.17361043858315,126.4869713111704,128.22595835379073,97918500
2021-02-18,126.72142791748047,127.00473962361812,124.4744180042341,126.22316901372119,96856700
2021-02-19,126.87774658203125,127.69840402791259,125.8324074950476,127.23923179401972,87668800
2021-02-22,123.09689331054688,126.73118373419764,122.70610803153758,125.06057648009266,103916400
2021-02-23,122.96013641357422,123.79055058664284,115.66224697568336,120.90852273493111,158273000
2021-02-24,122.46188354492188,122.6670441651076,119.41377438375086,122.0613339874955,111039900
2021-02-25,118.20233917236328,123.5463093432761,117.76271033657684,121.80732245880864,148199500
2021-02-26,118.46611022949219,121.97339123226033,118.40748759144725,119.76546069067267,164560400
2021-03-01,124.84565734863281,124.98243108447949,119.96085977236707,120.89874001257695,116307900
2021-03-02,122.2371826171875,125.75423553632803,122.12971646948624,125.4513804584117,102260900
2021-03-03,119.24768829345703,122.81359238107353,119.03275598545011,121.9343272363227,112966300
2021-03-04,117.36214447021484,120.75219519765207,115.88694096141373,118.94482157612892,178155000
2021-03-05,118.62242889404297,119.13045204315196,114.8611360499832,118.1925717528084,153766600
2021-03-08,113.67900085449219,118.2120920526179,113.53245544800268,118.14370519007068,154376600
2021-03-09,118.30003356933594,119.24768556736947,116.05303097701893,116.28749919238894,129525800
2021-03-10,117.21562957763672,119.35516627941558,116.69783466901242,118.88622979146861,111943300
2021-03-11,119.14999389648438,120.37119341672582,118.4661251465933,119.71663226274289,103026500
2021-03-12,118.24141693115234,118.37819067624436,116.41450728444738,117.62593507823823,88105100
2021-03-15,121.13320922851562,121.14298091076107,117.64546402785827,118.61265932269635,92403800
2021-03-16,122.67679595947266,124.28878051800578,121.84638193041286,122.80379800272826,115227900
2021-03-17,121.88548278808594,122.96013686622555,119.52123487184643,121.19184236079936,111932600
2021-03-18,117.7529296875,120.34187390478134,117.54776908284731,120.04878306750058,121229700
2021-03-19,117.22537231445312,118.63219642756981,116.92251724428318,117.13744953418819,185549500
2021-03-22,120.54703521728516,121.01597906896609,117.4891545867303,117.55754145534942,111912300
2021-03-23,119.71663665771484,121.3774650847705,119.32585130616921,120.48843567727455,95467100
2021-03-24,117.32306671142578,120.06832806693622,117.30353080035886,119.99016951544908,88530500
2021-03-25,117.8115463256836,118.85690017985242,116.25818424833348,116.7857432897759,98844700
2021-03-26,118.41727447509766,118.68105774613929,116.18003605408883,117.57708860681974,94071200
2021-03-29,118.5931167602539,119.7557009862055,117.94832734627744,118.8471283250857,80819200
2021-03-30,117.137451171875,117.6259309453577,116.12141234859779,117.34261178230456,85671900
2021-03-31,119.33560943603516,120.67403923703132,118.35864989493558,118.84712966548537,118323800
2021-04-01,120.16603088378906,121.31884351073731,119.66777940043077,120.81082779797158,75089100
2021-04-05,122.99919891357422,123.25321046309428,120.2344018212396,121.0159723796355,88651200
2021-04-06,123.30207824707031,124.20087934870516,122.75498322061618,123.58539744394426,80171300
2021-04-07,124.95313262939453,124.97266854154003,122.25672208309726,122.93082658307411,83466700
2021-04-08,127.35646057128906,127.3857681682116,125.55885839300804,125.97894388704515,88844600
2021-04-09,129.93557739257812,129.97464920254424,126.48691250849515,126.80931084277108,106686700
2021-04-12,128.2161865234375,129.78909211563084,127.62024055602956,129.46669365058517,91420000
2021-04-13,131.3326416015625,131.5573529909673,128.89024316451298,129.38850198628998,91266500
2021-04-14,128.9879608154297,131.88953170552884,128.62649057291716,131.83091652103695,87222800
2021-04-15,131.4010467529297,131.88952648063574,130.56086102498654,130.7367214787142,89347100
2021-04-16,131.06887817382812,131.5671221069019,130.20914912173134,131.20565189509645,84922400
2021-04-19,131.7332305908203,132.34871991709494,130.26779117185836,130.4338725171409,94264200
2021-04-20,130.0430908203125,132.40733122468578,128.77304037969012,131.90908720345354,94812300
2021-04-21,130.42408752441406,130.668327388692,128.27477970021195,129.31035433959545,68847100
2021-04-22,128.9000244140625,131.059096319802,128.38223712948874,129.97467079966847,84566500
2021-04-23,131.22518920898438,132.0067447760847,129.1149534004929,129.1149534004929,78657500
2021-04-26,131.615966796875,131.94812940312053,130.48269035616056,131.72343292327406,66905100
2021-04-27,131.29359436035156,132.2900972832069,131.02004687677868,131.89930451580292,66015800
2021-04-28,130.5022430419922,131.90906701274747,130.01376332476983,131.21541925511582,107760100
2021-04-29,130.40455627441406,133.91185238072063,129.3982891326952,133.3256706891164,151101000
2021-04-30,128.4311065673828,130.4827126391567,128.05009294639484,128.74372586570195,109839500
2021-05-03,129.48617553710938,130.98093694004785,128.79254280103686,128.99769590040995,75135100
2021-05-04,124.90428924560547,128.4604292142313,123.78078416202628,128.1673383389983,137564700
2021-05-05,125.14852142333984,127.44436736840763,125.02151191446714,126.22316795915263,84000900
2021-05-06,126.75072479248047,126.76048902041141,124.20085257038014,124.94334384163355,78128300
2021-05-07,127.42598724365234,128.4535252531299,126.71158461839184,128.05230280970937,78973300
2021-05-10,124.13780975341797,126.77028959754912,124.0986641002731,126.64307929080063,88071200
2021-05-11,123.21792602539062,123.57022200829172,120.14505539288761,120.85945057211671,126142800
2021-05-12,120.1450424194336,121.97506250134133,119.63616386239647,120.76157712204518,112172300
2021-05-13,122.29801177978516,123.45278244324763,121.6031932189441,121.91635098532697,105861300
2021-05-14,124.72496795654297,125.15556263460704,123.15917930849528,123.5506283370745,81918000
2021-05-17,123.5702133178711,124.21610541801878,122.49373395056179,124.10845673466083,74244600
2021-05-18,122.18058776855469,124.27483195315345,122.11208473321811,123.85402546000861,63342900
2021-05-19,122.02398681640625,122.24906497083362,120.2331125286978,120.52670117025534,92612000
2021-05-20,124.58799743652344,124.98923485843399,122.42525008320364,122.55247534686862,76857100
2021-05-21,122.74818420410156,125.2632347914988,122.53288682470038,125.08708306892244,79295400
2021-05-24,124.3824691772461,125.20451299175396,123.24727505830785,123.31577808732766,63092900
2021-05-25,124.18675231933594,125.57639697063634,123.61915150868299,125.08708000544519,72009500
2021-05-26,124.13780975341797,124.66626487146893,123.71700331494795,124.2454584329989,56575900
2021-05-27,122.60137176513672,124.91091291308472,122.40565097616602,123.73657324672145,94625600
2021-05-28,121.94571685791016,123.11027588262051,121.88700210583085,122.88519022253215,71311100
2021-06-01,121.62277221679688,122.66989428337132,121.29004532941373,122.40567042964182,67637100
2021-06-02,122.3860855102539,122.56223722280126,121.39768573021556,121.6227639113054,59278900
2021-06-03,120.89859771728516,122.18058627705005,120.49736032501843,122.01422283130225,76229200
2021-06-04,123.19835662841797,123.46258796379897,121.20197278909846,121.41727018347672,75169300
2021-06-07,123.2081298828125,123.61914805852969,122.16100788299765,123.47235371969634,71057600
2021-06-08,124.03015899658203,125.71339218854128,123.5114921670714,123.8931529460045,74403800
2021-06-09,124.41182708740234,125.01857353724075,123.81486891782897,124.49011839698218,56877900
2021-06-10,123.41363525390625,125.44916444320808,123.24727182583149,124.30417460780706,71186400
2021-06-11,124.62711334228516,124.71519292427574,123.40383973769605,123.82464615632547,53522400
2021-06-14,127.6902084350586,127.74892318837932,124.35312138388099,125.08708566547301,96906500
2021-06-15,126.86814880371094,127.80762948252055,126.62349408795768,127.16173744912263,62746300
2021-06-16,127.36726379394531,128.09144726898842,125.71341013746347,127.58256118024079,91815000
2021-06-17,128.97219848632812,129.71595852379107,126.87795430920667,127.02475612675201,96721700
2021-06-18,127.67062377929688,128.69816164216837,127.45532643425703,127.91527849570224,108953300
2021-06-21,129.47129821777344,129.57894690634825,126.44736905581905,127.51406019462506,79663300
2021-06-22,131.11534118652344,131.2132090384515,128.8058002468752,129.3049053861556,74783600
2021-06-23,130.8413543701172,131.4481082905956,130.38140225586088,130.90986486619562,60214200
2021-06-24,130.5575408935547,131.76123786596312,130.0877931066075,131.57529790019714,68711000
2021-06-25,130.2639923095703,131.0273140323703,129.9704035855989,130.60651497629408,70783700
2021-06-28,131.89825439453125,132.35820647299622,130.4988365325281,130.5575512774318,62111300
2021-06-29,133.4151153564453,133.57169796299607,131.47745413113225,131.9178296460844,64556100
2021-06-30,134.03163146972656,134.47200692367426,132.96492567634033,133.25851428981784,63261400
2021-07-01,134.3350372314453,134.3937519835152,132.85731295249462,133.67936427909643,52485800
2021-07-02,136.96754455566406,137.0066827518455,134.80478963619083,134.95157653755047,78852600
2021-07-06,138.98345947265625,140.08928866847637,137.07515561633554,137.07515561633554,108181800
2021-07-07,141.4789581298828,141.7921084496811,139.60979222790235,140.47096680675352,104911600
2021-07-08,140.17738342285156,140.97984319492215,137.66232556002745,138.55287238610808,105575500
2021-07-09,142.00741577148438,142.5358635061349,139.60000625630684,139.6978741376513,99890800
2021-07-12,141.41038513183594,143.19147811910608,140.92107584072232,143.0838294777597,76299700
2021-07-13,142.52606201171875,144.30715565248005,140.55904331544653,140.95048491894528,100827100
2021-07-14,145.9610137939453,146.37204690308326,144.52244270958388,144.93347581872183,127050800
2021-07-15,145.3053436279297,146.79284867562072,143.9450638275039,146.0491036180456,106820300
2021-07-16,143.26002502441406,146.55796605066817,142.76093474422927,145.28577338362382,93251400
2021-07-19,139.40426635742188,140.98963920959875,138.64094477148268,140.67647397816722,121434600
2021-07-20,143.02517700195312,143.95487710280224,139.90339458333094,140.39270413849675,96350000
2021-07-21,142.2911834716797,143.0055860270602,141.53765766277516,142.41840870833036,74993500
2021-07-22,143.6612548828125,145.03131534477524,142.69241681379228,142.81964204688137,77338200
2021-07-23,145.38363647460938,145.54021909866026,143.77870190944023,144.39523665880247,71447400
2021-07-26,145.80442810058594,146.62646435226154,144.54200141958395,145.0998213327101,72434100
2021-07-27,143.6319122314453,146.01974493776575,142.43799587828508,145.93165788061674,104818600
2021-07-28,141.88015747070312,143.82761436860707,139.49232507438956,141.71379405719455,118931200
2021-07-29,142.52606201171875,143.4166088320994,141.48872832316107,141.5963770040042,56699500
2021-07-30,142.7413330078125,143.2012850198633,141.02875017688973,141.29298142334252,70440600
2021-08-02,142.40866088867188,143.80807908589327,142.14442954077148,143.23069737931422,62880000
2021-08-03,144.2093048095703,144.87475860058453,142.07590750079174,142.6924422849986,64786600
2021-08-04,143.80807495117188,144.6301114181793,143.1524019406391,144.1212402333895,56368300
2021-08-05,143.91567993164062,144.67900140948598,143.0447097873023,143.83738863486957,46397700
2021-08-06,143.22964477539062,144.1803285775889,142.729806727241,143.43546923928326,54126800
2021-08-09,143.18064880371094,143.7785013969767,142.6220079947097,143.2884587780675,48908700
2021-08-10,142.70040893554688,144.76838927434818,142.40638038902802,143.52367690186915,69023100
2021-08-11,142.95526123046875,143.79813529735975,142.631831244403,143.14147985471118,48493500
2021-08-12,145.9248504638672,146.08166764811526,142.93558831686875,143.27862403804767,72282600
2021-08-13,146.13070678710938,146.4639321601955,145.31723429051934,146.0032909277299,59375000
2021-08-16,148.1104736328125,148.17908677655805,143.55308334263998,145.58185197110114,103296000
2021-08-17,147.19895935058594,148.6592763382503,146.12085993594638,147.23815616797768,92229700
2021-08-18,143.4452667236328,147.71843868222086,143.23944225684676,146.81676211636082,86326000
2021-08-19,143.77845764160156,145.05257105400372,141.62227376556444,142.14171758713536,86960300
2021-08-20,145.23883056640625,145.54265459061057,143.85690682252826,144.50376665433245,60549600
2021-08-23,146.72854614257812,147.19898280077066,144.94478409144247,145.3564180367249,60131800
2021-08-24,146.6403350830078,147.85564605050203,146.17969386697683,146.47372240240912,48606400
2021-08-25,145.4054412841797,147.32641486181075,144.8565959634032,146.82656183724308,58991300
2021-08-26,144.6017608642578,146.15029724311051,144.57235950525344,145.39564242211458,48597200
2021-08-27,145.6406707763672,145.7876775785145,143.90591573646046,144.54296515231704,55802400
2021-08-30,150.0706329345703,150.43327460832862,145.65045430503002,146.03268691419282,90956700
2021-08-31,148.80633544921875,149.7570192751645,148.27708107451022,149.61980794744622,86453100
2021-09-01,149.47279357910156,151.89360530226858,149.30618088399424,149.78642803218395,80313700
2021-09-02,150.59010314941406,151.63880161817733,149.36499650174582,150.80572311579687,71115500
2021-09-03,151.22714233398438,151.5505722295667,150.04123271684918,150.6978879757905,57808700
2021-09-07,153.569580078125,154.12822096632485,151.31538072058186,151.8838320336956,82278300
2021-09-08,152.02102661132812,153.9125840013745,150.91352547223326,153.85378127804458,74420200
2021-09-09,151.001708984375,153.0010758817522,150.88408861047455,152.3934279437582,57305700
2021-09-10,146.00328063964844,152.38362934848664,145.73865347147373,151.9131926811076,140893200
2021-09-13,146.57176208496094,148.40451684138569,145.78769084071692,147.6302560214531,102404300
2021-09-14,145.17022705078125,148.06149059395435,143.98433223540385,147.35582799517005,109296300
2021-09-15,146.0620880126953,146.46392651146115,143.45505793692854,145.60144679799546,83281300
2021-09-16,145.8268585205078,146.0032816187781,144.28813265765052,145.48383770122956,68034100
2021-09-17,143.15122985839844,145.85627435363685,142.85720133218834,145.85627435363685,129868800
2021-09-20,140.09336853027344,141.95552426414204,138.4566281851567,140.93624232616293,123478900
2021-09-21,140.57357788085938,141.7202904382326,139.93652864223833,141.06362035823236,75834000
2021-09-22,142.9454345703125,143.5138708346114,140.83824238540038,141.5733062965506,76404300
2021-09-23,143.9058837890625,144.15090504152192,142.73958023456993,143.7294607107383,64838200
2021-09-24,143.99411010742188,144.5331599371337,142.66119368982206,142.75920818791974,53477900
2021-09-27,142.4749755859375,143.0532371987593,140.9558555448059,142.57299008435822,74150700
2021-09-28,139.0839080810547,141.86734673524717,138.86828811932986,140.39721878980419,108972300
