Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-06-18,85.47647857666016,85.89446863409366,84.86650277346662,85.39871125985869,96820400
2020-06-19,84.98799896240234,86.65023617971444,83.87740827164068,86.18364717992426,264476000
2020-06-22,87.21162414550781,87.3550034738647,85.33553014482946,85.3817040287766,135445200
2020-06-23,89.0731201171875,90.49477263698164,88.03786416864946,88.4582867176972,212155600
2020-06-24,87.50079345703125,89.62233679250828,87.12654480257098,88.70129930670531,192623200
2020-06-25,88.66242218017578,88.70130583433298,86.89568925164441,87.65633451294114,137522400
2020-06-26,85.93821716308594,88.77909026371405,85.78997273950398,88.55794360971485,205256800
2020-06-29,87.91878509521484,88.01356538759049,85.36710383418715,85.84584813886048,130646000
2020-06-30,88.6526870727539,88.93945305521017,87.48620727559833,87.50564539182193,140223200
2020-07-01,88.48502349853516,89.27482970528494,88.43642448943781,88.73047333907931,110737200
2020-07-02,88.48502349853516,90.03061734729651,88.37081248982172,89.39391322261687,114041600
2020-07-06,90.85200500488281,91.32102654126581,89.88479363094679,89.91638706165726,118655600
2020-07-07,90.57011413574219,92.01120488127154,90.45832825923631,91.23112145924068,112424400
2020-07-08,92.67949676513672,92.71109019742121,91.46197784699565,91.549467922268,117092000
2020-07-09,93.07804870605469,93.62726270349853,92.02821230000306,93.5737986064413,125642800
2020-07-10,93.2408676147461,93.29919680465662,92.05980720131565,92.67220807313528,90257200
2020-07-13,92.81072998046875,97.16317034048585,92.59687358818513,94.54830204332501,191649200
2020-07-14,94.34659576416016,94.53857406439258,91.25541584676947,92.19102638698895,170989200
2020-07-15,94.99544525146484,96.47541947180446,93.79493939627933,96.22511199118148,153198000
2020-07-16,93.82654571533203,94.6843964625213,93.22629270528407,93.8654293721476,110577600
2020-07-17,93.6369857788086,94.43408214536427,93.16309912532118,94.27855494560396,92186800
2020-07-20,95.61026763916016,95.74878924107003,93.3793712332009,93.72445896521012,90318000
2020-07-21,94.29068756103516,96.47784268487361,94.04038010462556,96.40250793502297,103433200
2020-07-22,94.5555648803711,95.23844264378334,93.90428054070976,93.99176317605382,89001600
2020-07-23,90.25174713134766,94.36602737751309,89.4400704095434,94.28826007791201,197004400
2020-07-24,90.02818298339844,90.37327079762859,86.6551018188381,88.44614547198108,185438800
2020-07-27,92.161865234375,92.25421298171179,90.86901902055509,91.09259075129832,121214000
2020-07-28,90.64787292480469,91.90913313088771,90.64300783304508,91.73172785652534,103625600
2020-07-29,92.38543701171875,92.57013249165894,91.09501603040513,91.13146713399918,90329200
2020-07-30,93.50332641601562,93.60782206135195,91.14848849561243,91.55675572597188,158130000
2020-07-31,103.29206848144531,103.4427380109372,98.00886768351042,100.01133514701584,374336800
2020-08-03,105.89476776123047,108.51935112132352,104.87895742584206,105.1778638999422,308151200
2020-08-04,106.60195922851562,107.69553697101213,105.36013709111648,106.08433124379282,173071600
2020-08-05,106.98834991455078,107.30913448125898,105.85588858029786,106.32248498790055,121776800
2020-08-06,110.72110748291016,111.2168648469505,106.73076760644739,107.32129786014727,202428800
2020-08-07,108.20378112792969,110.69919956892333,107.40524752399855,110.2415021197791,198045600
2020-08-10,109.77649688720703,110.79657580812425,107.12039705946748,109.65233223130258,212403600
2020-08-11,106.51174926757812,109.53789844079104,106.25125017767719,109.03881778751953,187902400
2020-08-12,110.05160522460938,110.30966741081477,107.41011206954046,107.60487346037331,165598000
2020-08-13,111.99922180175781,113.00469377011008,110.94505578262242,111.43440350321735,210082000
2020-08-14,111.89942932128906,111.98950664875923,110.08568325260936,111.82395872639943,165565200
2020-08-17,111.60728454589844,113.04854413558671,110.9791727292724,113.02419710369587,119561600
2020-08-18,112.53726959228516,112.96331658371079,111.02297655985981,111.35894623327408,105633600
2020-08-19,112.678466796875,114.09537909958976,112.58352304816549,112.94626924012053,145538000
2020-08-20,115.17878723144531,115.29321160240175,112.70284177039694,112.71988543684549,126907200
2020-08-21,121.11421966552734,121.59869363243206,116.1282493861733,116.14041918677735,338054800
2020-08-24,122.56275177001953,125.4136198889964,120.69301605778207,125.32840158232875,345937600
2020-08-25,121.5572738647461,121.90298378933414,119.83117603254992,121.43311666739828,211495600
2020-08-26,123.21035766601562,123.66805506312153,121.8080520118478,122.87682491569296,163022400
2020-08-27,121.73744201660156,124.1476490247268,120.5907617170358,123.81411631076067,155552400
2020-08-28,121.54025268554688,123.13244579194858,121.31627042883115,122.71370217000428,187630000
2020-08-31,125.66194915771484,127.57064628140903,122.70153764471402,124.24017775703048,225702700
2020-09-01,130.6674041748047,131.27118380524524,127.11296048915095,129.28457897882038,151948100
2020-09-02,127.96014404296875,134.36789154079634,123.67533522306981,133.9881017356659,200119000
2020-09-03,117.71556854248047,125.46718865430032,117.34551895820641,123.58771983998423,257599600
2020-09-04,117.79347229003906,120.46174167565064,107.98708803912147,116.92677156884038,332607200
2020-09-08,109.86656951904297,115.87504793239557,109.7302350684399,110.96698542167366,231366600
2020-09-09,114.24877166748047,116.02112702129683,112.24270116526816,114.19034473779914,176940500
2020-09-10,110.5190200805664,117.345512119,109.5549387003112,117.20917767854652,182274400
2020-09-11,109.06804656982422,112.21349439620566,107.12040288107737,111.5707684126771,180860300
2020-09-14,112.34008026123047,112.89515837432545,109.84709890131904,111.71683492125261,140150100
2020-09-15,112.51536560058594,115.71924004150326,110.6358893306761,115.23232916774082,184642000
2020-09-16,109.19461059570312,112.96330276789922,109.10697022014156,112.21346342375287,154679000
2020-09-17,107.45147705078125,109.26278591004208,105.86415043956644,106.84771238414066,178011000
2020-09-18,104.0431137084961,107.97735452695603,103.31274738543307,107.50992424081115,287104900
2020-09-21,107.19828796386719,107.30540893869026,100.40100964447095,101.80331518421332,195713800
2020-09-22,108.88301849365234,109.90553440635527,106.30239653909264,109.73024617645395,183055400
2020-09-23,104.31580352783203,109.17517267845402,103.97495992260683,108.69800203267872,150718700
2020-09-24,105.38697052001953,107.36382710009974,102.2512639048569,102.41681178710614,167743300
2020-09-25,109.34070587158203,109.49652091920656,104.85138696986856,105.59149358674422,149981400
2020-09-28,111.95054626464844,112.30112268518972,109.82761457566852,111.99924032348427,137672400
2020-09-29,111.10331726074219,112.29138095636048,110.59693323178644,111.55128179324593,99382200
2020-09-30,112.77828216552734,114.19032800652033,110.64561781826201,110.81116571454996,142675200
2020-10-01,113.73262786865234,114.6382822722583,112.79776000519932,114.5603747595532,116120400
2020-10-02,110.06132507324219,112.3498120079921,109.28227217240111,109.93473092714387,144712000
2020-10-05,113.45024108886719,113.59631584658959,110.57746971556678,110.92804616223222,106243800
2020-10-06,110.19768524169922,113.08019705568263,109.3115037828743,112.6711862279405,161498200
2020-10-07,112.06739807128906,112.52509543882869,111.14226303933226,111.61944100062698,96849000
2020-10-08,111.96027374267578,113.35283896768823,111.59021676910432,113.20676423757683,83477200
2020-10-09,113.90792083740234,113.93713429847533,111.9115834611595,112.26215985337453,100506900
2020-10-12,121.14342498779297,121.90300475026318,116.1574550435818,116.91703480605202,240226800
2020-10-13,117.92981719970703,122.1075135674145,116.51777857707339,121.99065227801567,262330500
2020-10-14,118.01746368408203,119.8092921898273,116.48856378941026,117.83243516871921,150712000
2020-10-15,117.55001831054688,118.02718887052616,115.05703709797092,115.61211517826072,112559200
2020-10-16,115.9042739868164,118.36804952245832,115.69977228869678,118.10511346082514,115393800
2020-10-19,112.94386291503906,117.26762693363492,112.63224021613422,116.81966976831364,120639300
2020-10-20,114.43379974365234,115.86531895269678,112.60301003753486,113.15808815638162,124423700
2020-10-21,113.81053161621094,115.60235977113358,113.40152090287502,113.61576284089166,89946000
2020-10-22,112.71987915039062,114.94993207870618,111.59024223801931,114.37537332371151,101988000
2020-10-23,112.0284652709961,113.49893832846799,111.2883585929103,113.34312326795687,82572600
2020-10-26,112.03819274902344,113.49892534064216,109.92499395326571,111.02541726060738,111850700
2020-10-27,113.54761505126953,114.20981414129767,111.54154461515651,112.46667230975785,92276800
2020-10-28,108.28897094726562,112.4082400407623,108.19159026240904,112.03819046643926,143937800
2020-10-29,112.30111694335938,113.86897045793137,109.26279059723784,109.42834593101287,146129200
2020-10-30,106.01023864746094,109.058298117793,104.90008242224502,108.15264357304628,190272600
2020-11-02,105.9225845336914,107.7825875731632,104.51054602064647,106.25368777978908,122866900
2020-11-03,107.54887390136719,108.57138225685797,105.88363963985061,106.78929414309684,107624400
2020-11-04,111.94082641601562,112.56407184868188,109.40889091710002,111.15203304053807,138235500
2020-11-05,115.91398620605469,116.48854482511521,113.81053537089608,114.8622570736407,126387100
2020-11-06,115.78230285644531,116.27980338076077,113.28501336370934,115.42136453660977,114457900
2020-11-09,113.47037506103516,119.00146877246537,113.20699283584307,117.54797309772637,154515300
2020-11-10,113.12895965576172,114.70926801417983,111.3340322401338,112.7192506326525,138023400
2020-11-11,116.56271362304688,116.69928328623824,113.58743745496243,114.31906384026838,112295000
2020-11-12,116.28958129882812,117.57724351680127,115.66526067450714,116.68954065260598,103162300
2020-11-13,116.3383560180664,116.73830791782815,114.98240900346639,116.51394665375146,81581900
2020-11-16,117.3528823852539,118.02597364016941,115.25555179677478,116.00668499044508,91183000
2020-11-17,116.46517181396484,117.71381306126015,116.04570569721825,116.6212556911212,74271000
2020-11-18,115.13848876953125,116.88463807429636,115.1092249031507,115.70428166118475,76322100
2020-11-19,115.7335205078125,116.14322943354533,113.9483506196358,114.70924075099313,74113000
2020-11-20,114.46538543701172,115.86035340373675,114.4166148091823,115.73354084039397,73604300
2020-11-23,111.0608901977539,114.73853654084122,110.9633414959256,114.30931332180998,127959300
